Title,Certificate,Genre,Rating,Running Time,Directors,Writers,Stars Cast,Country,Language,Budget,Gross,Release Date,Production Company
"Oslo, August 31st",NULL,Drama,8,95 min.,Joachim Trier,NULL,Anders Danielsen Lie|Malin Crepin|Petter Width Kristiansen|Emil Lund,Norway,NULL,NULL,NULL,"May 25, 2012 (USA - Limited)",Don't Look Now|DR|Motlys|Norsk Filmdistribusjon|NRK|SVT|The Match Factory
Ossessione,NULL,Drama,10,135 min.,Luchino Visconti,NULL,Clara Calamai|Massimo Girotti|Juan de Landa|Elia Marcuzzo,Italy,NULL,NULL,NULL,NULL,Industrie Cinematografiche Italiane
O.S.S.,NULL,Spy Film|War,6,115 min.,Irving Pichel,NULL,Alan Ladd|Geraldine Fitzgerald|Patric Knowles|Richard Benedict,USA,NULL,NULL,NULL,"May 26, 1946 (USA - Unknown)",Franco London Films|Paramount
Ostani Etap,NULL,Drama|War,8,110 min.,Wanda Jakubowska,NULL,Huguette Faget|Barbara Rachwalska|Alina Janowska|Zofia Mrozowska,Poland,NULL,NULL,NULL,NULL,Times Film Corporation
Othello,NULL,Drama,10,90 min.,Orson Welles,NULL,Orson Welles|Michael MacLiammoir|Michael Laurence|Suzanne Cloutier,France|Italy|Morocco,NULL,NULL,NULL,"Nov 29, 1951 (USA - Unknown)",Films Marceau
Othello,NULL,Drama,8,166 min.,Stuart Burge,NULL,Laurence Olivier|Frank Finlay|Maggie Smith|Joyce Redman,UK|USA,NULL,NULL,NULL,NULL,B.H.E. Productions|Warner Brothers
Our Children,NR,Drama,8,111 min.,Joachim Lafosse,NULL,Niels Arestrup|ÃƒÂ‰milie Dequenne|Tahar Rahim|Baya Belal,Belgium|France|Luxembourg|Switzerland,NULL,NULL,NULL,"Aug 2, 2013 (USA - Limited)",Box Productions|Les Films du Worso|Prime Time|Radio TÃƒÂ©lÃƒÂ©vision Suisse|RTBF|Samsa Films|Versus Production
Our Lady of the Assassins,R,Drama,8,101 min.,Barbet Schroeder,NULL,Anderson Ballesteros,Colombia|France,NULL,NULL,NULL,"Sep 7, 2001 (USA - Limited)",Canal Plus|Films du Losange|Vertigo Films
Our Town,NULL,Drama,8,120 min.,George Schaefer,NULL,Hal Holbrook|Glynnis O'Connor|Robby Benson|Barbara Bel Geddes,NULL,NULL,NULL,NULL,NULL,MasterVision
Our Town,NULL,Drama,8,90 min.,Sam Wood,NULL,William Holden|Martha Scott|Fay Bainter|Beulah Bondi,USA,NULL,NULL,NULL,"May 24, 1940 (USA - Unknown)",United Artists
Our Very Own,NULL,Drama,8,116 min.,Cameron Watson,NULL,Allison Janney|Keith Carradine|Cheryl Hines|Jason Ritter,USA,NULL,NULL,NULL,NULL,GADA Films
Out of Season,R,Thriller,7,100 min.,Jevon O'Neill,NULL,Dennis Hopper|Gina Gershon|Jordan Frieda|Dominique Swain,Germany|Romania|UK,NULL,NULL,NULL,NULL,Bauer Martinez Studios|Frame Werk Produktion|Lucky 7 Productions|Mediapro Pictures|Tower Limited Liability Partnership|UKFS
Out of Sight,R,Crime,10,122 min.,Steven Soderbergh,NULL,George Clooney|Jennifer Lopez|Ving Rhames|Don Cheadle,USA,NULL,NULL,NULL,"Jun 26, 1998 (USA)",Jersey Films
Out of the Depths,NULL,Drama,8,NULL,NULL,NULL,Lily Branscombe|Francis X. Bushman|Bryant Washburn,USA,NULL,NULL,NULL,"Mar 3, 1912 (USA)",Essanay Film Manufacturing Company
Out of the Past,NR,Crime,10,97 min.,Jacques Tourneur,NULL,Robert Mitchum|Jane Greer|Kirk Douglas|Rhonda Fleming,USA,NULL,NULL,NULL,"Nov 13, 1947 (USA - Unknown)",RKO Pictures
Out of Time,PG13,Thriller,7,114 min.,Carl Franklin,NULL,Denzel Washington|Eva Mendes|Sanaa Lathan|Dean Cain,USA,NULL,NULL,NULL,"Oct 3, 2003 (USA)",Berg/Saccani Entertainment|Carl Franklin Film|Monarch Pictures|Original Film
Outremer,NULL,Drama,8,90 min.,Brigitte RoÃƒÂ_an,NULL,Nicole Garcia|Marianne Basler|Brigitte RoÃƒÂ_an|Philippe Galland,France,NULL,NULL,NULL,NULL,Europex|Lira Films|Paradise Films
Overlord,NULL,Drama|War,8,85 min.,Stuart Cooper,NULL,Brian Stirner|Davyd Harries|Nicholas Ball|Julie Neesam,UK,NULL,NULL,NULL,NULL,Imperial War Museum
Ovod,NULL,Drama,8,94 min.,Alexander Faintsimmer,NULL,Oleg Strizhenov|Nikolai Simonov|Vladimir Etush|Semen Svashenko,USSR,NULL,NULL,NULL,NULL,Lenfilm Studio|Sovexportfilm
Pacific Inferno,NULL,War,6,90 min.,Rolf Bayer,NULL,Jim Brown|Richard Jaeckel|Tad Horino|Dindo Fernando,Philippines|USA,NULL,NULL,NULL,NULL,Arbee|Nathaniel Productions|VCL
Pack of Lies,NULL,Thriller,8,100 min.,Anthony Page,NULL,Clive Swift|Alan Bates|Daniel Benzali|Ellen Burstyn,USA,NULL,NULL,NULL,NULL,Robert Halmi Productions
Padre Padrone,NULL,Drama,8,114 min.,Paolo Taviani|Vittorio Taviani,NULL,Omero Antonutti|Marcella Michelangeli|Fabrizio Forte|Marino Cenna,Italy,NULL,NULL,NULL,NULL,RAI|SACIS
Pain & Gain,R,Action,8,129 min.,Michael Bay,NULL,Mark Wahlberg|Dwayne Johnson|Anthony Mackie|Tony Shalhoub,USA,NULL,NULL,NULL,"Apr 26, 2013 (USA)",De Line Pictures|Platinum Dunes
Paisan,NULL,Drama,9,90 min.,Roberto Rossellini,NULL,Carmela Sazio|Dotts Johnson|Maria Michi|Dale Edmonds,Italy,NULL,NULL,NULL,NULL,NULL
Pale Flower,NULL,Crime,8,96 min.,Masahiro Shinoda,NULL,Ryo Ikebe|Mariko Kaga|Takashi Fujiki|Chisako Hara,Japan,NULL,NULL,NULL,NULL,NULL
Pandora's Box,NULL,Drama,10,110 min.,G.W. Pabst,NULL,Louise Brooks|Fritz Kortner|Francis Lederer|Alice Roberts,Germany,NULL,NULL,NULL,"Jan 30, 1929 (USA - Unknown)",Nero-Film
Panic in the Streets,NULL,Thriller,8,96 min.,Elia Kazan,NULL,Richard Widmark|Paul Douglas|Barbara Bel Geddes|Jack Palance,USA,NULL,NULL,NULL,"Jun 12, 1950 (USA - Unknown)",20th Century Fox
Panic Room,R,Thriller,8,112 min.,David Fincher,NULL,Jodie Foster|Forest Whitaker|Dwight Yoakam|Jared Leto,USA,NULL,NULL,NULL,"Mar 29, 2002 (USA)",NULL
Pan's Labyrinth,R,Drama|Fantasy,10,119 min.,Guillermo del Toro,NULL,Ariadna Gil|Ivana Baquero|Sergi LÃƒÂ_pez|Maribel VerdÃƒÂº,Mexico|Spain,NULL,NULL,NULL,"Dec 29, 2006 (USA - Limited)",Esperanto Filmoj|Estudios Picasso|OMM|Picturehouse|Telecinco|Tequila Gang
PÃƒÂ©pÃƒÂ© le Moko,NULL,Drama,9,87 min.,Julien Duvivier,NULL,Jean Gabin|Mireille Balin|Line Noro|Lucas Gridoux,France,NULL,NULL,NULL,"Jan 28, 1937 (USA - Unknown)",Films Hakina
Paradise: Hope,NULL,Drama,8,92 min.,Ulrich Seidl,NULL,Melanie Lenz|Joseph Lorenz|Michael Thomas|Verena Lehbauer,Austria|France|Germany,NULL,NULL,NULL,NULL,NULL
Paradise Now,PG13,Drama,8,91 min.,Hany Abu-Assad,NULL,Ali Suliman|Lubna Azabal|Amer Hlehel|Hiam Abbass,France|Germany|Israel|Netherlands,NULL,NULL,NULL,"Oct 28, 2005 (USA - Limited)",ARTE France Cinema|Augustus Film|Hazazah Film|Lumen Film|Razor Film
Paragraph 175,NULL,History|War,9,76 min.,Robert Epstein|Jeffrey Friedman,NULL,Rupert Everett,USA,NULL,NULL,NULL,"Sep 13, 2000 (USA - Limited)",HBO|Telling Pictures
Paranoid Park,R,Drama,9,84 min.,Gus Van Sant,NULL,Gabe Nevins|Taylor Momsen|Dan Liu|Lauren McKinney,France|USA,NULL,NULL,NULL,"Mar 7, 2008 (USA - Limited)",MK2
Paris After Dark,NULL,War,6,85 min.,LÃƒÂ©onide Moguy,NULL,George Sanders|Philip Dorn|Brenda Marshall|Madeleine Le Beau,USA,NULL,NULL,NULL,NULL,20th Century Fox|Franco London Films
Paris Calling,NULL,War,6,93 min.,Edwin L. Marin,NULL,Elisabeth Bergner|Randolph Scott|Basil Rathbone|Gale Sondergaard,USA,NULL,NULL,NULL,NULL,Franco London Films
"Paris, Texas",R,Drama,9,145 min.,Wim Wenders,NULL,Harry Dean Stanton|Nastassja Kinski|Dean Stockwell|Aurore ClÃƒÂ©ment,France|USA|West Germany,NULL,NULL,NULL,NULL,Argos Films|Channel 4|Pro-ject Film|Road Movies Filmproduktion|Westdeutscher Rundfunk
Paris Underground,NULL,War,6,97 min.,Gregory Ratoff,NULL,Gracie Fields|Kurt Kreuger|Eily Malyon|Charles Andre,USA,NULL,NULL,NULL,NULL,Franco London Films|United Artists
Pasolini,NULL,Drama,8,87 min.,Abel Ferrara,NULL,Willem Dafoe,Belgium|France|Italy,NULL,NULL,NULL,NULL,NULL
Passage to Marseille,NR,Drama|War,8,110 min.,Michael Curtiz,NULL,Humphrey Bogart|MichÃƒÂ¨le Morgan|Claude Rains|Sydney Greenstreet,USA,NULL,NULL,NULL,"Feb 16, 1944 (USA - Unknown)",Franco London Films|Warner Brothers
Pather Panchali,NR,Drama,10,126 min.,Satyajit Ray,NULL,Karuna Bannerjee|Chunibala Devi|Tulshi Chakraborty|Reva Devi,India,NULL,NULL,NULL,NULL,Academy Film Archive|Government of West Bengal
Paths of Glory,NULL,War,9,86 min.,Stanley Kubrick,NULL,Kirk Douglas|Ralph Meeker|Adolphe Menjou|George Macready,USA,NULL,NULL,NULL,"Dec 25, 1957 (USA - Unknown)",Franco London Films|United Artists
Patterns,NULL,Drama,9,83 min.,Fielder Cook,NULL,"Van Heflin|Ed Begley, Sr.|Everett Sloane|Beatrice Straight",USA,NULL,NULL,NULL,"Mar 27, 1956 (USA - Unknown)",United Artists
Patton,PG,War|Epic,9,171 min.,Franklin J. Schaffner,NULL,George C. Scott|Karl Malden|Michael Bates|Karl Michael Vogler,USA,NULL,NULL,NULL,NULL,20th Century Fox
Paulina,NULL,Drama|Thriller,7,103 min.,Santiago Mitre,NULL,Dolores Fonzi|Oscar Martinez|Esteban Lamothe,Argentina|Brazil|France,NULL,NULL,NULL,"Jun 23, 2017 (USA - Limited)",Lita Stantic Producciones|VideoFilmes
Pavle Pavlovic,NULL,Drama,8,89 min.,Purisa Djordjevic,NULL,Bekim Fehmiu|Milena Dravic|Ljuba Tadic|Rade Markovic,Yugoslavia,NULL,NULL,NULL,NULL,CFRZ|Yugoslavia Film
Payment Deferred,NULL,Crime|Drama,8,81 min.,Lothar Mendes,NULL,Charles Laughton|Maureen O'Sullivan|Neil Hamilton|Dorothy Peterson,USA,NULL,NULL,NULL,"Nov 7, 1932 (USA - Unknown)",MGM
Peace Officer,NR,Culture & Society|War,8,105 min.,Brad Barber|Scott Christopherson,NULL,NULL,USA,NULL,NULL,NULL,"Sep 16, 2015 (USA - Limited)",NULL
Peeping Tom,NULL,Thriller,10,109 min.,Michael Powell,NULL,Karl Heinz BÃƒÂ¶hm|Moira Shearer|Anna Massey|Maxine Audley,UK,NULL,NULL,NULL,"May 15, 1961 (USA)",NULL
Pelle the Conqueror,PG13,Drama,9,160 min.,Bille August,NULL,Max von Sydow|Pelle Hvenegaard|Erik Paaske|Bjorn Granath,Denmark|Sweden,NULL,NULL,NULL,"Dec 21, 1988 (USA)",Danish Film Institute|Danish Radio-TV|Per Holst Film|SID|Swedish Film Institute|Swedish Film Production
Pennies From Heaven,NULL,Drama|Musical,10,517 min.,Piers Haggard,NULL,Bob Hoskins|Gemma Craven|Kenneth Colley|Hywel Bennett,UK,NULL,NULL,NULL,NULL,BBC
Perfect Blue,NULL,Mystery|Thriller,8,80 min.,Satoshi Kon|Hisao Shirai,NULL,NULL,Japan,NULL,NULL,NULL,NULL,Manga Entertainment|Rex Entertainment Company
Perfect Harmony,NULL,Drama,8,93 min.,Will MacKenzie,NULL,Moses Gunn|Cleavon Little|Peter Scolari|Darren McGavin,USA,NULL,NULL,NULL,NULL,Walt Disney Productions
Perils of Nyoka,NULL,Action|Adventure,8,300 min.,William Witney,NULL,Kay Aldridge|John Bagni|William Benedict|Tristram Coffin,USA,NULL,NULL,NULL,NULL,NULL
Persepolis,PG13,Drama,9,95 min.,Vincent Paronnaud|Marjane Satrapi,NULL,Chiara Mastroianni|Catherine Deneuve|Gena Rowlands|Sean Penn,France|Iran|USA,NULL,NULL,NULL,"Dec 25, 2007 (USA - Limited)",2.4.7. Films|Diaphana Films|France 3 Cinema|French Connection Animation|Kennedy/Marshall Company
Personal Best,R,Drama,8,130 min.,Robert Towne,NULL,Mariel Hemingway|Scott Glenn|Patrice Donnelly|Kenny Moore,USA,NULL,NULL,NULL,NULL,Geffen Company|Warner Brothers
Persona,NULL,Drama,10,81 min.,Ingmar Bergman,NULL,Bibi Andersson|Liv Ullmann|Margareta Krook|Gunnar BjÃƒÂ¶rnstrand,Sweden,NULL,NULL,NULL,NULL,NULL
Peyton Place,NULL,Drama|Romance,8,157 min.,Mark Robson,NULL,Lana Turner|Hope Lange|Lee Philips|Lloyd Nolan,USA,NULL,NULL,NULL,NULL,20th Century Fox
Phantom Thread,R,Drama|Romance,9,130 min.,Paul Thomas Anderson,NULL,Daniel Day-Lewis|Lesley Manville|Vicky Krieps|Camilla Rutherford,USA,NULL,NULL,NULL,"Dec 25, 2017 (USA - Limited)",Annapurna Pictures|Ghoulardi Film Company|Perfect World Pictures
Philadelphia Here I Come,PG,Drama,8,95 min.,John Quested,NULL,Eamon Kelly|Donal McCann|Siobhan McKenna|Fidelma Murphy,USA,NULL,NULL,NULL,"May 31, 1975 (USA - Unknown)",NULL
Philomena,PG13,Drama,8,98 min.,Stephen Frears,NULL,Judi Dench|Steve Coogan|Sophie Kennedy Clark|Anna Maxwell Martin,UK|USA,NULL,NULL,NULL,"Nov 22, 2013 (USA - Limited)",Baby Cow Productions|Canal+|Magnolia Mae Films
Phoenix,PG13,Drama,9,98 min.,Christian Petzold,NULL,Nina Hoss|Ronald Zehrfeld|Nina Kunzendorf|Michael Maertens,Germany|Poland,NULL,NULL,NULL,"Jul 24, 2015 (USA - Limited)",SCHRAMM FILM Koerner & Weber|Tempus Film
Pickpocket,NULL,Drama,9,75 min.,Robert Bresson,NULL,Martin Lasalle|Marika Green|Pierre Leymarie|Pierre Etaix,France,NULL,NULL,NULL,"Dec 16, 1959 (USA - Unknown)",Agnes Delahaie Productions|Franco London Films
Pickup on South Street,NULL,Spy Film|Thriller,8,80 min.,Samuel Fuller,NULL,Richard Widmark|Jean Peters|Thelma Ritter|Murvyn Vye,USA,NULL,NULL,NULL,"Jun 17, 1953 (USA - Unknown)",20th Century Fox
Picnic at Hanging Rock,NR,Drama|Mystery,10,115 min.,Peter Weir,NULL,Rachel Roberts|Vivean Gray|Helen Morse|Kirsty Child,Australia,NULL,NULL,NULL,NULL,Australian Film Commission|B.E.F.|South Australian Film Corp.
Pigs and Battleships,NULL,Crime,8,108 min.,Shohei Imamura,NULL,Hiroyuki Nagato|Jitsuko Yoshimura|Tetsuro Tamba|Shiro Osaka,Japan,NULL,NULL,NULL,NULL,NULL
Pilot No. 5,NULL,Action|Adventure|War,6,70 min.,George Sidney,NULL,Franchot Tone|Marsha Hunt|Gene Kelly|Van Johnson,USA,NULL,NULL,NULL,NULL,MGM
Pimpernel Smith,NR,Spy Film|War,6,121 min.,Leslie Howard,NULL,Leslie Howard|Francis L. Sullivan|Mary Morris|Peter Gawthorne,UK,NULL,NULL,NULL,"Jul 26, 1941 (USA - Unknown)",British National Pictures|Franco London Films
Pirates of the Caribbean: Dead Men Tell No Tales,PG13,Action|Adventure,8,129 min.,Joachim RÃƒÂ¸nning|Espen Sandberg,NULL,Johnny Depp|Javier Bardem|Brenton Thwaites|Kaya Scodelario,USA,NULL,NULL,NULL,"May 26, 2017 (USA)",Jerry Bruckheimer Films
Pi,R,Avant-garde / Experimental|Thriller,7,85 min.,Darren Aronofsky,NULL,Sean Gullette|Mark Margolis|Ben Shenkman|Pamela Hart,USA,NULL,NULL,NULL,"Jul 10, 1998 (USA)",Harvest Film Works|Live Entertainment|Plantain Films|Protozoa Films|Truth & Soul
Pixote,NULL,Drama,9,125 min.,Hector Babenco,NULL,Fernando Ramos Da Silva|Gilberto Moura|Marilia Pera|Jardel Filho,Brazil,NULL,NULL,NULL,NULL,Embrafilme
Places in the Heart,PG,Drama,9,113 min.,Robert Benton,NULL,Sally Field|Lindsay Crouse|Ed Harris|Amy Madigan,USA,NULL,NULL,NULL,NULL,Tri-Star|TriStar
Place VendÃƒÂ´me,NULL,Thriller,7,117 min.,Nicole Garcia,NULL,Catherine Deneuve|Jean-Pierre Bacri|Emmanuelle Seigner|Jacques Dutronc,France,NULL,NULL,NULL,NULL,Alhena Films|Angel's Company|Canal Plus|CNC|Films Alain Sarde|Films de l'Etang|Studio Images 3|TF1 Films
Planet of the Apes,G,Science Fiction|Action,10,112 min.,Franklin J. Schaffner,NULL,Charlton Heston|Roddy McDowall|Kim Hunter|Maurice Evans,USA,NULL,NULL,NULL,"Feb 8, 1968 (USA)",20th Century Fox
Platoon,R,War,9,113 min.,Oliver Stone,NULL,Tom Berenger|Willem Dafoe|Charlie Sheen|Forest Whitaker,USA,NULL,NULL,NULL,"Dec 19, 1986 (USA)",Hemdale|Orion
Playing for Time,NULL,Drama,9,148 min.,Daniel Mann,NULL,Vanessa Redgrave|Jane Alexander|Marta Heflin|Maud Adams,USA,NULL,NULL,NULL,"Sep 30, 1980 (USA - Unknown)",Syzygy Productions
Play Misty for Me,R,Thriller,8,102 min.,Clint Eastwood,NULL,Clint Eastwood|Jessica Walter|Donna Mills|John Larch,USA,NULL,NULL,NULL,NULL,Universal
Plovets,NULL,Adventure|Drama,8,105 min.,Irakly Kvirikadze,NULL,Elgudzha Burduli|Gudea Buzduli|Ruslan Mikaberidze|Baadur Tsuladze,USSR,NULL,NULL,NULL,NULL,Georgia Film Studio
Po Di Sangui,NULL,Drama,8,93 min.,Flora Gomes,NULL,NULL,France|Guinea-Bissau|Portugal|Tunisia,NULL,NULL,NULL,NULL,Arco Iris|Cinetelefilms|Matins Films|SP Filmes de Sao Paulo
Podranki,NULL,Drama,8,92 min.,Nikolai Gubenko,NULL,Juozas Budraitis|Alyosha Cherstvov|Alexander Kalyagin|Zhanna Bolotova,USA|USSR,NULL,NULL,NULL,NULL,Mosfilm Studios|Sovexportfilm
Point Blank,NULL,Crime,10,92 min.,John Boorman,NULL,Lee Marvin|Angie Dickinson|Keenan Wynn|Carroll O'Connor,USA,NULL,NULL,NULL,NULL,MGM
Point Break,PG13,Action,8,114 min.,Ericson Core,NULL,Luke Bracey|Edgar Ramirez|Teresa Palmer|Ray Winstone,USA,NULL,NULL,NULL,"Dec 25, 2015 (USA)",Alcon Entertainment
Poison Friends,NULL,Drama,8,103 min.,Emmanuel Bourdieu,NULL,Thibault VinÃƒÂ§on|Malik Zidi|Alexandre Steiger|Thomas Blanchard,France,NULL,NULL,NULL,"Apr 27, 2007 (USA - Limited)",4A4 Productions|CNC
"Police, Adjective",NULL,Crime,7,115 min.,Corneliu Porumboiu,NULL,Dragos Bucur|Vlad Ivanov|Ion Stoica|Irina Saulescu,Romania,NULL,NULL,NULL,"Dec 23, 2009 (USA - Limited)",NULL
Policeman,NR,Drama,8,105 min.,Nadav Lapid,NULL,Yiftach Klein|Menasheh Noy|Michael Aloni|Meital Barda,Israel,NULL,NULL,NULL,"Jun 13, 2014 (USA - Limited)",HOT|LaÃƒÂ¯la Films|Rabinovich Film Fund Cinema Project
Police Story,PG13,Action,8,90 min.,Jackie Chan,NULL,Jackie Chan|Maggie Cheung|Bill Tung|Kenneth Tong,Hong Kong,NULL,NULL,NULL,"Dec 14, 1985 (USA - Unknown)",NULL
Pollyanna,NULL,Drama,8,60 min.,Paul Powell,NULL,George Berrell|Frederick Peters|Gordon Sackville|Mary Pickford,USA,NULL,NULL,NULL,"Jan 18, 1920 (USA - Unknown)",United Artists
Ponette,NR,Drama,9,97 min.,Jacques Doillon,NULL,Victoire Thivisol|Xavier Beauvois|Claire Nebout|Delphine Schiltz,France,NULL,NULL,NULL,"Mar 14, 1997 (USA - Limited)",Alps|Canal Plus|Films Alain Sarde|Rhone
Port of Shadows,NULL,Drama|Romance,8,91 min.,Marcel CarnÃƒÂ©,NULL,MichÃƒÂ¨le Morgan|Jean Gabin|Michel Simon|Pierre Brasseur,France,NULL,NULL,NULL,NULL,Franco London Films
Portrait of Jennie,NR,Drama|Fantasy|Romance,8,86 min.,William Dieterle,NULL,Joseph Cotten|Jennifer Jones|Ethel Barrymore|David Wayne,USA,NULL,NULL,NULL,NULL,Selznick International
Posledny Shturm,NULL,War|Epic,6,116 min.,Yuri Ozerov,NULL,Mikhail Ulyanov|Nikolai Rybnikov|Daniel Olbrychski|Barbara Brylska,East Germany|Poland|USSR,NULL,NULL,NULL,NULL,Mosfilm Studios
Povest Plamennykh Let,NULL,War,6,107 min.,Yulia Solntseva,NULL,Boris Andreyev|Sergei Lukyanov|Svetlana Zhgun|Mikhail Mayorov,USSR,NULL,NULL,NULL,NULL,NULL
Po Zakonu,NULL,Drama,8,90 min.,Lev Kuleshov,NULL,Alexandra Khokhlova|Sergei Komarov|Vladimir Fogel|Porfiriy Podobed,USSR,NULL,NULL,NULL,NULL,NULL
Precious: Based on the Novel 'Push' By Sapphire,R,Drama,8,109 min.,Lee Daniels,NULL,Gabourey Sidibe|Lenny Kravitz|Paula Patton|Mo'Nique,USA,NULL,NULL,NULL,"Nov 6, 2009 (USA - Limited)",Lee Daniels Entertainment|Smokewood Entertainment Group
Predator,R,Action|Horror,9,107 min.,John McTiernan,NULL,Arnold Schwarzenegger|Carl Weathers|Elpidia Carrillo|Bill Duke,USA,NULL,NULL,NULL,"Jun 12, 1987 (USA - Unknown), Jun 12, 1987 (USA)",20th Century Fox|Amercent Films|American Entertainment Partners|Gordon/Silver/Davis
Prelude to Fame,NULL,Drama,8,78 min.,Fergus McDonell,NULL,Guy Rolfe|Kathleen Byron|Kathleen Ryan|Henry Oscar,UK,NULL,NULL,NULL,"May 2, 1950 (USA - Unknown)",General Film Distributors
Prestupleniye i Nakazaniye,NULL,Drama,8,200 min.,Lev Kulidzhanov,NULL,Georgi Taratorkin|Tatyana Bedova|Victoria Fyodorova|Yevgeny Lebedev,USSR,NULL,NULL,NULL,NULL,Mosfilm Studios
Presumed Innocent,R,Mystery|Thriller,7,127 min.,Alan J. Pakula,NULL,Harrison Ford|Brian Dennehy|Raul Julia|Bonnie Bedelia,USA,NULL,NULL,NULL,"Jul 27, 1990 (USA)",Mirage|Warner Brothers
Pretty Poison,R,Thriller,7,89 min.,Noel Black,NULL,Anthony Perkins|Tuesday Weld|Beverly Garland|John Randolph,USA,NULL,NULL,NULL,NULL,20th Century Fox
"Pretty Village, Pretty Flame",NULL,Comedy|War,6,128 min.,Srdjan Dragojevic,NULL,"Nikola Kojo|Velimir ""Bata"" Zivojinovic|Dragan Maksimovic|Zoran Cvijanovic",Yugoslavia,NULL,NULL,NULL,NULL,Cobra Films|MCRS|Radio Televizija Srbije
Pride and Prejudice,NULL,Drama,9,300 min.,Simon Langton,NULL,Colin Firth|Jennifer Ehle|Susannah Harker|Crispin Bonham Carter,NULL,NULL,NULL,NULL,NULL,NULL
Pride of the Marines,NR,Drama|War,8,119 min.,Delmer Daves,NULL,John Garfield|Eleanor Parker|Dane Clark|Ann Doran,USA,NULL,NULL,NULL,"Sep 24, 1945 (USA - Unknown)",Warner Brothers
Primal Fear,R,Mystery|Thriller,7,129 min.,Gregory Hoblit,NULL,Richard Gere|Laura Linney|John Mahoney|Edward Norton,USA,NULL,NULL,NULL,"Apr 5, 1996 (USA)",Paramount|Rysher Entertainment
Prince of the City,R,Drama,9,167 min.,Sidney Lumet,NULL,Treat Williams|Jerry Orbach|Richard Foronjy|Don Billett,USA,NULL,NULL,NULL,NULL,Orion|Warner Brothers
Prisoner of the Mountains,R,Drama,8,98 min.,Sergei Bodrov,NULL,Oleg Menshikov|Dzhemal Sikharulidze|Valentina Fedotova|Alexei Zharkov,Russia,NULL,NULL,NULL,"Jan 31, 1997 (USA - Limited)",Caravan JSC
Prison on Fire,NULL,Action|Drama,8,98 min.,Ringo Lam,NULL,Chow Yun-Fat|Tony Leung Kar-Fai|Roy Cheung,China|Hong Kong,NULL,NULL,NULL,"Nov 13, 1987 (USA - Unknown)",Cinema City & Film Company
Private Fears in Public Places,NULL,Drama,8,120 min.,Alain Resnais,NULL,Laura Morante|Lambert Wilson|Pierre Arditi|Isabelle CarrÃƒÂ©,France|Italy,NULL,NULL,NULL,"Apr 13, 2007 (USA - Limited)",Arena Films|Banque Populaire Images 6|BIM Films|France 2 Cinema|IFC Films|SFP Cinema|Soudaine Compagnie|Studio Canal
Prix De BeautÃƒÂ©,NULL,Drama,8,93 min.,Augusto Genina,NULL,Louise Brooks|Gaston Jacquet|Georges Charlia|A. Nicolle,France,NULL,NULL,NULL,NULL,Sofar Film
Prizzi's Honor,R,Crime,9,130 min.,John Huston,NULL,Jack Nicholson|Kathleen Turner|Anjelica Huston|William Hickey,USA,NULL,NULL,NULL,NULL,20th Century Fox|ABC Motion Pictures
Prologue,NULL,Drama,8,87 min.,Robin Spry,NULL,Elaine Malus|Gary Rader|Christopher Cordeaux|Henry Gamer,Canada,NULL,NULL,NULL,NULL,National Film Board of Canada
Promise,NULL,Drama,8,96 min.,Glenn Jordan,NULL,Michael Alldredge|James Garner|Peter Michael Goetz|Piper Laurie,USA,NULL,NULL,NULL,"Dec 21, 1986 (USA - Unknown)",Warner Brothers Television
Proryv,NULL,War|Drama|Epic,6,NULL,Yuri Ozerov,NULL,Mikhail Ulyanov|Bukhuti Zakariadze,East Germany|Poland|USSR|Yugoslavia,NULL,NULL,NULL,NULL,NULL
Protektor,NULL,Drama,8,100 min.,Marek Najbrt,NULL,Marek Daniel|Klara Meliskova|Martin Mysicka|Richard Stanke,Czech Republic,NULL,NULL,NULL,"Aug 5, 2011 (USA - Limited)",Czech Television|Soundsquare|UPP
Proverka Na Dorogakh,NULL,War,8,95 min.,Alexei German,NULL,Rolan Bykov|Anatoli Solonitsin|Oleg Borisov|Fedor Odinokov,USSR,NULL,NULL,NULL,NULL,Lenfilm Studio
Providence,NULL,Drama,8,110 min.,Alain Resnais,NULL,Dirk Bogarde|Ellen Burstyn|John Gielgud|David Warner,France|Switzerland,NULL,NULL,NULL,"Jan 25, 1977 (USA - Unknown)",Action Films|Compagnie Commerciale Francais Cinematographie [DISTRIBUTION]|Societe de Francais Production
Prunella,NULL,Drama|Romance,8,NULL,Maurice Tourneur,NULL,Edward Elkas|Arthur Kennedy|A. Vorhess Wood|Isabel Berwin,USA,NULL,NULL,NULL,NULL,Paramount
Przesluchanie,NULL,Drama,8,118 min.,Ryszard Bugajski,NULL,Krystyna Janda|Janusz Gajos|Adam Ferency|Agnieszka Holland,Poland,NULL,NULL,NULL,NULL,Unit X|Zespoly Filmowe
Psychopath,R,Thriller,7,95 min.,Max Fischer,NULL,Chris Mulkey|Bruce Dinsmore,USA,NULL,NULL,NULL,NULL,NULL
Psycho,R,Thriller,10,109 min.,Alfred Hitchcock,NULL,Anthony Perkins|Janet Leigh|Vera Miles|John Gavin,USA,NULL,NULL,NULL,NULL,Paramount
PT 109,NULL,Drama|War,6,159 min.,Leslie Martinson,NULL,Cliff Robertson|Ty Hardin|James Gregory|Grant Williams,USA,NULL,NULL,NULL,NULL,Bryan Foy Productions|Warner Brothers
