Title,Certificate,Genre,Rating,Running Time,Directors,Writers,Stars Cast,Country,Language,Budget,Gross,Release Date,Production Company
Conan the Destroyer,PG,Action|Adventure|Fantasy,5.9,1h 43min,Richard Fleischer,Robert E. Howard|Roy Thomas,Arnold Schwarzenegger|Grace Jones|Olivia d'Abo,USA,English,"$18,000,000 ","$100,042,035 ",29 June 1984 (USA),Dino De Laurentiis Company|Edward R. Pressman Film
Lone Survivor,R,Action|Biography|Drama,7.5,2h 1min,Peter Berg,Peter Berg|Marcus Luttrell,Mark Wahlberg|Taylor Kitsch|Emile Hirsch,USA,English|Pushto|Arabic,"$40,000,000 ","$154,802,912 ",10 January 2014 (USA),Film 44|Emmett/Furla/Oasis Films (EFO Films)|Spikings Entertainment
The Hunger Games: Mockingjay - Part 1,PG-13,Action|Adventure|Sci-Fi,6.7,2h 3min,Francis Lawrence,Peter Craig|Danny Strong,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth,USA,English,"$125,000,000 ","$755,356,711 ",21 November 2014 (USA),Color Force|Lionsgate
Mr. & Mrs. Smith,PG-13,Action|Comedy|Crime,6.5,2h,Doug Liman,Simon Kinberg,Brad Pitt|Angelina Jolie|Adam Brody,USA,English|Spanish,"$120,000,000 ","$478,207,520 ",10 June 2005 (USA),Regency Enterprises|New Regency Pictures|Summit Entertainment
Pride and Prejudice and Zombies,PG-13,Action|Horror|Romance,5.8,1h 48min,Burr Steers,Burr Steers|Jane Austen,Lily James|Sam Riley|Jack Huston,USA|USA,English|Japanese|Chinese,"$28,000,000 ",NULL,5 February 2016 (USA),Cross Creek Pictures|MadRiver Pictures|QC Entertainment
Star Wars: Episode IX,NULL,Action|Adventure|Fantasy,NULL,NULL,J.J. Abrams,J.J. Abrams|George Lucas,Lupita Nyong'o|Daisy Ridley|Adam Driver,USA,English,NULL,NULL,20 December 2019 (USA),Lucasfilm|Bad Robot|Walt Disney Pictures
Oblivion,PG-13,Action|Adventure|Mystery,7,2h 4min,Joseph Kosinski,Karl Gajdusek|Michael Arndt,Tom Cruise|Morgan Freeman|Andrea Riseborough,USA,English,"$120,000,000 ","$286,168,572 ",19 April 2013 (USA),Universal Pictures|Relativity Media|Monolith Pictures (III)
Van Helsing,PG-13,Action|Adventure|Fantasy,6.1,2h 11min,Stephen Sommers,Stephen Sommers,Hugh Jackman|Kate Beckinsale|Richard Roxburgh,USA|USA,English|Latin,"$160,000,000 ","$300,257,475,",7 May 2004 (USA),"Universal Pictures|Sommers Company, The|Stillking Films"
Prince of Persia: The Sands of Time,PG-13,Action|Adventure|Fantasy,6.6,1h 56min,Mike Newell,Boaz Yakin|Doug Miro,Jake Gyllenhaal|Gemma Arterton|Ben Kingsley,USA,English,"$200,000,000 ","$335,154,643,",28 May 2010 (USA),Walt Disney Pictures|Jerry Bruckheimer Films
The Day After Tomorrow,PG-13,Action|Adventure|Sci-Fi,6.4,2h 4min,Roland Emmerich,Roland Emmerich|Roland Emmerich,Dennis Quaid|Jake Gyllenhaal|Emmy Rossum,USA,English|Japanese|French|Arabic,"$125,000,000 ","$544,272,402 ",28 May 2004 (USA),Twentieth Century Fox|Centropolis Entertainment|Lions Gate Films
Jack Reacher,PG-13,Action|Crime|Mystery,7,2h 10min,Christopher McQuarrie,Lee Child|Christopher McQuarrie,Tom Cruise|Rosamund Pike|Richard Jenkins,USA,English,"$60,000,000 ","$218,340,595 ",21 December 2012 (USA),Paramount Pictures|Skydance Media|Mutual Film Company
The LEGO Ninjago Movie,PG,Animation|Action|Adventure,6,1h 41min,Charlie Bean|Paul Fisher,Bob Logan|Paul Fisher,Jackie Chan|Dave Franco|Fred Armisen,USA|USA,English,"$70,000,000 ",NULL,22 September 2017 (USA),LEGO System A/S|Lin Pictures|Lord Miller
K.C. Undercover,TV-Y7,Action|Comedy|Family,6.1,30min,NULL,NULL,Zendaya|Veronica Dunne|Kamil McFadden,USA,English,NULL,NULL,18 January 2015 (USA),Rob Lotterstein Productions|It's a Laugh Productions
Rush,R,Action|Biography|Drama,8.1,2h 3min,Ron Howard,Peter Morgan,Daniel BrÌ_hl|Chris Hemsworth|Olivia Wilde,UK|UK|UK,English|German|Italian|French|Spanish,"$38,000,000 ","$90,247,624 ",27 September 2013 (USA),Exclusive Media Group|Cross Creek Pictures|Imagine Entertainment
Pickings,R,Action|Crime|Drama,8.4,1h 35min,Usher Morgan,Usher Morgan,Michelle Holland|Lily Brooks O'Briant|Reese Grande,USA,English,"$350,000 ",NULL,2 March 2018 (USA),Digital Magic Entertainment|Visuals by Cleverchimp
Scorched Earth,R,Action|Sci-Fi,5.3,1h 36min,Peter Howitt,Kevin Leeson|Bobby Mort,Gina Carano|John Hannah|Stephanie Bennett,Canada|Canada,English,NULL,NULL,2 February 2018 (USA),Lighthouse Pictures|Okanagan Media
Pearl Harbor,PG-13,Action|Drama|History,6.1,3h 3min,Michael Bay,Randall Wallace,Ben Affleck|Kate Beckinsale|Josh Hartnett,USA,English|Japanese|French,"$140,000,000 ","$449,220,945 ",25 May 2001 (USA),Touchstone Pictures|Jerry Bruckheimer Films
Independence Day: Resurgence,PG-13,Action|Adventure|Sci-Fi,5.2,2h,Roland Emmerich,Nicolas Wright|James A. Woods,Liam Hemsworth|Jeff Goldblum|Bill Pullman,USA,English|Mandarin,"$165,000,000 ","$389,684,482 ",24 June 2016 (USA),Twentieth Century Fox|TSG Entertainment|Centropolis Entertainment
The Boondock Saints,R,Action|Crime|Thriller,7.9,1h 48min,Troy Duffy,Troy Duffy,Willem Dafoe|Sean Patrick Flanery|Norman Reedus,USA|USA,English|Spanish|Papiamento|Russian|Latin,"$7,000,000 ",NULL,19 November 1999 (Denmark),Franchise Pictures|Brood Syndicate|Fried Films
Alias,TV-14,Action|Drama|Mystery,7.6,42min,NULL,NULL,Jennifer Garner|Ron Rifkin|Carl Lumbly,USA,English|Bulgarian|Arabic|Cantonese|French|German|Hebrew|Hindi|Hungarian|Indonesian|Italian|Japanese|Portuguese|Romanian|Russian|Spanish|Thai|Ukrainian|Uzbek|Dutch,NULL,NULL,30 September 2001 (USA),Touchstone Television|Bad Robot
The Expendables 3,PG-13,Action|Adventure|Thriller,6.1,2h 6min,Patrick Hughes,Sylvester Stallone|Creighton Rothenberger,Sylvester Stallone|Jason Statham|Jet Li,USA|USA|USA,English|Romanian|Spanish,"$90,000,000 ","$206,172,544 ",15 August 2014 (USA),Lionsgate|Millennium Films|Nu Image Entertainment GmbH
Taken,PG-13,Action|Crime|Thriller,7.8,1h 33min,Pierre Morel,Luc Besson|Robert Mark Kamen,Liam Neeson|Maggie Grace|Famke Janssen,France,English|French|Albanian|Arabic,"$25,000,000 ","$226,830,568,",30 January 2009 (USA),EuropaCorp|M6 Films|Grive Productions
Salt,PG-13,Action|Crime|Mystery,6.4,1h 40min,Phillip Noyce,Kurt Wimmer,Angelina Jolie|Liev Schreiber|Chiwetel Ejiofor,USA,English|Russian|Korean,"$110,000,000 ","$293,503,304,",23 July 2010 (USA),Columbia Pictures|Relativity Media|Di Bonaventura Pictures
National Treasure,PG,Action|Adventure|Family,6.9,2h 11min,Jon Turteltaub,Jim Kouf|Cormac Wibberley,Nicolas Cage|Diane Kruger|Justin Bartha,USA,English|Spanish,"$100,000,000 ","$174,443,000,",19 November 2004 (USA),Walt Disney Pictures|Jerry Bruckheimer Films|Junction Entertainment
Wanted,R,Action|Crime|Fantasy,6.7,1h 50min,Timur Bekmambetov,Michael Brandt|Derek Haas,Angelina Jolie|James McAvoy|Morgan Freeman,USA|USA,English,"$75,000,000 ","$341,433,252 ",27 June 2008 (USA),Universal Pictures|Spyglass Entertainment|Relativity Media
The Road Warrior,R,Action|Adventure|Sci-Fi,7.6,1h 34min,George Miller,Terry Hayes|George Miller,Mel Gibson|Bruce Spence|Michael Preston,Australia,English,"$2,000,000 ",NULL,21 May 1982 (USA),Kennedy Miller Productions
Kidnap,R,Action|Crime|Drama,5.9,1h 35min,Luis Prieto,Knate Lee,Halle Berry|Sage Correa|Chris McGinn,USA,English,"$21,000,000 ","$24,527,158,",4 August 2017 (USA),Di Bonaventura Pictures|Gold Star Films|606 Films
Blade II,R,Action|Horror|Sci-Fi,6.7,1h 57min,Guillermo del Toro,Marv Wolfman|Gene Colan,Wesley Snipes|Kris Kristofferson|Ron Perlman,Germany|Germany,English|Romanian|Czech,"$54,000,000 ","$155,010,032 ",22 March 2002 (USA),New Line Cinema|Amen Ra Films|Marvel Enterprises
Colossal,R,Action|Comedy|Drama,6.2,1h 49min,Nacho Vigalondo,Nacho Vigalondo,Anne Hathaway|Jason Sudeikis|Austin Stowell,Canada|Canada|Canada|Canada,English|Korean,NULL,NULL,21 April 2017 (Canada),Toy Fight Productions|Brightlight Pictures|Sayaka Producciones Audiovisuales
One Punch Man: Wanpanman,TV-PG,Animation|Action|Comedy,9,24min,NULL,NULL,Makoto Furukawa|Max Mittelman|Kaito Ishikawa,Japan,Japanese|English,NULL,NULL,1 October 2015 (Japan),Asatsu|Bandai Visual Company|Banpresto
Alpha,PG-13,Action|Drama|Thriller,NULL,NULL,Albert Hughes,Albert Hughes|Daniele Sebastian Wiedenhaupt,Kodi Smit-McPhee|Leonor Varela|Natassia Malthe,USA,English,NULL,NULL,14 September 2018 (USA),Studio 8
The Patriot,R,Action|Drama|History,7.2,2h 45min,Roland Emmerich,Robert Rodat,Mel Gibson|Heath Ledger|Joely Richardson,USA|USA,English,"$110,000,000 ","$215,294,342 ",28 June 2000 (USA),Columbia Pictures Corporation|Centropolis Entertainment|Mutual Film Company
24 Hours to Live,R,Action|Sci-Fi|Thriller,5.7,1h 33min,Brian Smrz,Zach Dean|Jim McClain,Paul Anderson|Ethan Hawke|Rutger Hauer,South Africa|South Africa|South Africa,English,NULL,NULL,26 January 2018 (China),Fundamental Films|Thunder Road Pictures|Film Afrika Worldwide
Star Wars: Episode III - Revenge of the Sith,PG-13,Action|Adventure|Fantasy,7.6,2h 20min,George Lucas,George Lucas,Hayden Christensen|Natalie Portman|Ewan McGregor,USA,English,"$113,000,000 ","$848,754,768,",19 May 2005 (USA),Lucasfilm
Charlie's Angels,PG-13,Action|Adventure|Comedy,5.5,1h 38min,McG,Ryan Rowe|Ed Solomon,Cameron Diaz|Drew Barrymore|Lucy Liu,USA|USA,English|German|Finnish|Japanese|Cantonese,"$93,000,000 ","$138,800,000 ",3 November 2000 (USA),Columbia Pictures Corporation|Flower Films (II)|Tall Trees Productions
Faster,R,Action|Crime|Drama,6.5,1h 38min,George Tillman Jr.,Tony Gayton|Joe Gayton,Dwayne Johnson|Billy Bob Thornton|Maggie Grace,USA,English,"$24,000,000 ",NULL,24 November 2010 (USA),CBS Films|TriStar Pictures|Castle Rock Entertainment
The Purge: Election Year,R,Action|Horror|Sci-Fi,6,1h 48min,James DeMonaco,James DeMonaco,Frank Grillo|Elizabeth Mitchell|Mykelti Williamson,USA|USA,English,"$10,000,000 ","$118,587,880,",1 July 2016 (USA),Universal Pictures|Platinum Dunes|Blumhouse Productions
Underworld: Blood Wars,R,Action|Adventure|Fantasy,5.8,1h 31min,Anna Foerster,Cory Goodman|Kyle Ward,Kate Beckinsale|Theo James|Tobias Menzies,USA,English|Saami,"$35,000,000 ","$76,130,534,",6 January 2017 (USA),Lakeshore Entertainment|Screen Gems|Sketch Films
"Game Over, Man!",NULL,Action|Comedy,NULL,NULL,Kyle Newacheck,Anders Holm,Adam Devine|Sugar Lyn Beard|Steve Howey,USA,English,NULL,NULL,23 March 2018 (USA),Point Grey Pictures|Scott Rudin Productions
The Man with the Iron Heart,R,Action|Biography|Thriller,6.4,2h,CÌ©dric Jimenez,Laurent Binet|David Farr,Rosamund Pike|Jack O'Connell|Noah Jupe,France|France|France|France,English,"‰âÂ27,800,000",NULL,2017 (USA),Echo Lake Entertainment|Cutting Edge Group|LÌ©gende Films
John Wick: Chapter 3,NULL,Action|Crime|Thriller,NULL,NULL,Chad Stahelski,Derek Kolstad,Ruby Rose|Keanu Reeves|Ian McShane,USA,NULL,NULL,NULL,17 May 2019 (USA),Lionsgate|Thunder Road Pictures
Starship Troopers,R,Action|Adventure|Sci-Fi,7.2,2h 9min,Paul Verhoeven,Edward Neumeier|Robert A. Heinlein,Casper Van Dien|Denise Richards|Dina Meyer,USA,English,"$105,000,000 ","$121,214,377 ",7 November 1997 (USA),TriStar Pictures|Touchstone Pictures|Big Bug Pictures
Renegades,PG-13,Action|Adventure|Crime,5.4,1h 46min,Steven Quale,Richard Wenk|Luc Besson,J.K. Simmons|Sullivan Stapleton|Charlie Bewley,France|France|France|France,English|Croatian|German,"‰âÂ66,190,000",NULL,6 September 2017 (France),Belga Productions|CB Films|Canal+
Highlander,R,Action|Adventure|Fantasy,7.2,1h 56min,Russell Mulcahy,Gregory Widen|Gregory Widen,Christopher Lambert|Sean Connery|Clancy Brown,UK,English,"$16,000,000 ","$12,885,193 ",7 March 1986 (USA),Thorn EMI Screen Entertainment|Highlander Productions Limited|Davis-Panzer Productions
RoboCop,PG-13,Action|Crime|Sci-Fi,6.2,1h 57min,JosÌ© Padilha,Joshua Zetumer|Edward Neumeier,Joel Kinnaman|Gary Oldman|Michael Keaton,USA,English|Persian|Ukrainian,"$100,000,000 ","$242,688,965,",12 February 2014 (USA),Metro-Goldwyn-Mayer (MGM)|Columbia Pictures|Strike Entertainment
Andromeda,TV-PG,Action|Adventure|Drama,6.6,43min,NULL,NULL,Kevin Sorbo|Lisa Ryder|Laura Bertram,Canada|Canada,English,NULL,NULL,2 October 2000 (USA),Fireworks Entertainment|Tribune Entertainment|BLT Productions
Steven Universe,TV-PG,Animation|Action|Comedy,8.4,23min,NULL,NULL,Zach Callison|Deedee Magno|Michaela Dietz,USA,English,NULL,NULL,27 July 2013 (USA),Cartoon Network Studios|Cartoon Network
Dracula Untold,PG-13,Action|Drama|Fantasy,6.3,1h 32min,Gary Shore,Matt Sazama|Burk Sharpless,Luke Evans|Dominic Cooper|Sarah Gadon,USA|USA,English|Turkish,"$70,000,000 ","$217,124,280 ",10 October 2014 (USA),Universal Pictures|Legendary Entertainment|Michael De Luca Productions
Terminator Salvation,PG-13,Action|Adventure|Sci-Fi,6.6,1h 55min,McG,John Brancato|Michael Ferris,Christian Bale|Sam Worthington|Anton Yelchin,USA|USA|USA|USA,English|Italian,"$200,000,000 ","$371,353,001,",21 May 2009 (USA),"Halcyon Company, The|Wonderland Sound and Vision|Columbia Pictures"
Phineas and Ferb,TV-G,Animation|Action|Comedy,8,15min,NULL,NULL,Vincent Martella|Thomas Brodie-Sangster|Ashley Tisdale,USA,English,NULL,NULL,17 August 2007 (USA),Disney Television Animation
The Italian Job,PG-13,Action|Crime|Thriller,7,1h 51min,F. Gary Gray,Troy Kennedy-Martin|Donna Powers,Donald Sutherland|Mark Wahlberg|Edward Norton,USA|USA|USA|USA,English|Russian|Italian,"$60,000,000 ","$176,070,171 ",30 May 2003 (USA),Paramount Pictures|De Line Pictures|Working Title Films
Babylon 5,NULL,Action|Adventure|Drama,8.3,45min,NULL,NULL,Mira Furlan|Richard Biggs|Stephen Furst,USA,English,"$500,000 ",NULL,26 January 1994 (USA),Babylonian Productions|Warner Bros. Television
Serenity,PG-13,Action|Adventure|Sci-Fi,7.9,1h 59min,Joss Whedon,Joss Whedon,Nathan Fillion|Gina Torres|Chiwetel Ejiofor,USA,English|Mandarin,"$40,000,000 ","$38,869,464 ",30 September 2005 (USA),Universal Pictures|Barry Mendel Productions
21 Jump Street,R,Action|Comedy|Crime,7.2,1h 49min,Phil Lord|Christopher Miller,Michael Bacall|Michael Bacall,Jonah Hill|Channing Tatum|Ice Cube,USA,English,"$42,000,000 ","$201,585,328,",16 March 2012 (USA),Columbia Pictures|Metro-Goldwyn-Mayer (MGM)|Relativity Media
Sleepless,R,Action|Crime|Thriller,5.6,1h 35min,Baran bo Odar,Andrea Berloff|FrÌ©dÌ©ric Jardin,Jamie Foxx|Michelle Monaghan|Dermot Mulroney,USA,English,"$30,000,000 ","$17,413,596,",13 January 2017 (USA),FilmNation Entertainment|Open Road Films (II)|Riverstone Pictures
Knight Rider,TV-PG,Action|Crime|Drama,6.9,46min,NULL,NULL,David Hasselhoff|Edward Mulhare|Richard Basehart,USA,English,NULL,NULL,26 September 1982 (USA),Glen A. Larson Productions|Universal Television
The Finest Hours,PG-13,Action|Drama|History,6.7,1h 57min,Craig Gillespie,Scott Silver|Paul Tamasy,Chris Pine|Casey Affleck|Ben Foster,USA,English,"$80,000,000 ","$15,265,660,",29 January 2016 (USA),Walt Disney Pictures|Whitaker Entertainment
The Lego Movie,PG,Animation|Action|Adventure,7.8,1h 40min,Phil Lord|Christopher Miller,Phil Lord|Christopher Miller,Chris Pratt|Will Ferrell|Elizabeth Banks,Australia|Australia|Australia,English,"$60,000,000 ","$468,760,692 ",7 February 2014 (USA),Warner Bros.|LEGO System A/S|Lin Pictures
Quantum of Solace,PG-13,Action|Adventure|Thriller,6.6,1h 46min,Marc Forster,Paul Haggis|Neal Purvis,Daniel Craig|Olga Kurylenko|Mathieu Amalric,UK|UK,English|Spanish|Italian|French|Swiss German|German,NULL,NULL,14 November 2008 (USA),Metro-Goldwyn-Mayer (MGM)|Columbia Pictures|Eon Productions
Batman Forever,PG-13,Action|Adventure|Fantasy,5.4,2h 1min,Joel Schumacher,Bob Kane|Lee Batchler,Val Kilmer|Tommy Lee Jones|Jim Carrey,USA,English,"$100,000,000 ","$152,500,000 ",16 June 1995 (USA),Warner Bros.|PolyGram Filmed Entertainment
Clash of the Titans,PG-13,Action|Adventure|Fantasy,5.8,1h 46min,Louis Leterrier,Travis Beacham|Phil Hay,Sam Worthington|Liam Neeson|Ralph Fiennes,USA,English,"$125,000,000 ","$493,214,993,",2 April 2010 (USA),Warner Bros.|Legendary Entertainment|Thunder Road Pictures
The Loud House,TV-Y7,Animation|Action|Comedy,7.6,22min,NULL,NULL,Catherine Taber|Grey DeLisle|Jessica DiCicco,USA,English,NULL,NULL,2 May 2016 (USA),Chris Savino Productions|Nickelodeon Animation Studios
Chappie,R,Action|Crime|Drama,6.8,2h,Neill Blomkamp,Neill Blomkamp|Terri Tatchell,Sharlto Copley|Dev Patel|Hugh Jackman,South Africa|South Africa,English,"$49,000,000 ","$104,399,548,",6 March 2015 (USA),Columbia Pictures|Media Rights Capital (MRC)|LStar Capital
Jack Ryan,TV-14,Action|Drama|Thriller,NULL,1h,NULL,NULL,John Krasinski|Abbie Cornish|Wendell Pierce,USA,English,NULL,NULL,31 August 2018 (USA),Amazon Studios|Carlton Cuse Productions|Dune Films
The Equalizer 2,NULL,Action|Crime|Thriller,NULL,NULL,Antoine Fuqua,Richard Lindheim|Michael Sloan,Denzel Washington|Pedro Pascal|Bill Pullman,USA,NULL,NULL,NULL,20 July 2018 (USA),Columbia Pictures|Escape Artists|Fuqua Films
The Expendables,R,Action|Adventure|Thriller,6.5,1h 43min,Sylvester Stallone,Dave Callaham|Sylvester Stallone,Sylvester Stallone|Jason Statham|Jet Li,USA,English|Spanish,"$80,000,000 ","$274,470,394 ",13 August 2010 (USA),Millennium Films|Millennium Films|Nimar Studios
This Means War,PG-13,Action|Comedy|Romance,6.3,1h 43min,McG,Timothy Dowling|Simon Kinberg,Reese Witherspoon|Chris Pine|Tom Hardy,USA,English|German|Japanese|Serbian,"$65,000,000 ","$156,491,279,",17 February 2012 (USA),Overbrook Entertainment|Robert Simonds Productions|Dune Entertainment
The Crow,R,Action|Drama|Fantasy,7.6,1h 42min,Alex Proyas,James O'Barr|David J. Schow,Brandon Lee|Michael Wincott|Rochelle Davis,USA,English,"$23,000,000 ","$94,000,000 ",13 May 1994 (USA),Crowvision Inc.|Edward R. Pressman Film|Entertainment Media Investment Corporation
Master and Commander: The Far Side of the World,PG-13,Action|Adventure|Drama,7.4,2h 18min,Peter Weir,Patrick O'Brian|Peter Weir,Russell Crowe|Paul Bettany|Billy Boyd,USA,English|French|Portuguese,"$150,000,000 ","$212,011,111 ",14 November 2003 (USA),Twentieth Century Fox|Miramax|Universal Pictures
Reign of Fire,PG-13,Action|Adventure|Fantasy,6.2,1h 41min,Rob Bowman,Gregg Chabot|Kevin Peterka,Matthew McConaughey|Christian Bale|Izabella Scorupco,USA|USA|USA,English,"$60,000,000 ","$82,150,183 ",12 July 2002 (USA),Spyglass Entertainment|Touchstone Pictures|Tripod Entertainment
Transformers: Age of Extinction,PG-13,Action|Adventure|Sci-Fi,5.7,2h 45min,Michael Bay,Ehren Kruger,Mark Wahlberg|Nicola Peltz|Jack Reynor,USA|USA,English,"$210,000,000 ","$1,104,039,076 ",27 June 2014 (USA),Paramount Pictures|Hasbro|Di Bonaventura Pictures
Wonder Woman 2,NULL,Action|Adventure|Fantasy,NULL,NULL,Patty Jenkins,Dave Callaham|Patty Jenkins,Gal Gadot|Kristen Wiig,USA,English,NULL,NULL,1 November 2019 (USA),DC Entertainment|Warner Bros.
Fast & Furious,PG-13,Action|Crime|Thriller,6.6,1h 47min,Justin Lin,Chris Morgan|Gary Scott Thompson,Vin Diesel|Paul Walker|Michelle Rodriguez,USA,English|Spanish,"$85,000,000 ","$363,164,265,",3 April 2009 (USA),Universal Pictures|Relativity Media|Original Film
Tomorrowland,PG,Action|Adventure|Family,6.5,2h 10min,Brad Bird,Damon Lindelof|Brad Bird,George Clooney|Britt Robertson|Hugh Laurie,USA|USA|USA|USA,English|French|Japanese,"$190,000,000 ","$209,154,322 ",22 May 2015 (USA),Walt Disney Pictures|A113|Babieka
Hulk,PG-13,Action|Sci-Fi,5.7,2h 18min,Ang Lee,Stan Lee|Jack Kirby,Eric Bana|Jennifer Connelly|Sam Elliott,USA,English|Spanish,"$137,000,000 ","$113,107,712 ",20 June 2003 (USA),Universal Pictures|Marvel Enterprises|Valhalla Motion Pictures
The Hunt for Red October,PG,Action|Adventure|Thriller,7.6,2h 15min,John McTiernan,Tom Clancy|Larry Ferguson,Sean Connery|Alec Baldwin|Scott Glenn,USA,English|Russian,"$30,000,000 ","$200,512,643 ",2 March 1990 (USA),Paramount Pictures|Mace Neufeld Productions|Nina Saxon Film Design
The Last Witch Hunter,PG-13,Action|Adventure|Fantasy,6,1h 46min,Breck Eisner,Cory Goodman|Matt Sazama,Vin Diesel|Rose Leslie|Elijah Wood,USA|USA|USA,English,"$90,000,000 ","$140,396,650 ",23 October 2015 (USA),Summit Entertainment|TIK Films|Mark Canton Productions
Legion,R,Action|Fantasy|Horror,5.2,1h 40min,Scott Stewart,Peter Schink|Scott Stewart,Paul Bettany|Dennis Quaid|Charles S. Dutton,USA,English,"$26,000,000 ","$67,918,658,",22 January 2010 (USA),Bold Films
Kingdom of Heaven,R,Action|Adventure|Drama,7.2,2h 24min,Ridley Scott,William Monahan,Orlando Bloom|Eva Green|Liam Neeson,USA|USA|USA|USA|USA,English|Arabic|Latin|Italian,"$130,000,000 ","$211,652,051 ",6 May 2005 (USA),Twentieth Century Fox|Scott Free Productions|BK
Batman Returns,PG-13,Action|Adventure|Crime,7,2h 6min,Tim Burton,Bob Kane|Daniel Waters,Michael Keaton|Danny DeVito|Michelle Pfeiffer,USA|USA,English,"$80,000,000 ","$282,800,000 ",19 June 1992 (USA),Warner Bros.|PolyGram Filmed Entertainment
Outlaw King,NULL,Action|Biography|Drama,NULL,NULL,David Mackenzie,David Mackenzie,Chris Pine|Aaron Taylor-Johnson|Stephen Dillane,UK,NULL,NULL,NULL,NULL,Sigma Films|Anonymous Content
Falling Skies,TV-14,Action|Adventure|Drama,7.2,42min,NULL,NULL,Noah Wyle|Drew Roy|Maxim Knight,USA|USA,English,NULL,NULL,19 June 2011 (USA),DreamWorks Television|TNT Originals|Invasion Productions
Young Justice,TV-PG,Animation|Action|Adventure,8.7,23min,NULL,NULL,Danica McKellar|Jesse McCartney|Nolan North,USA,English,NULL,NULL,26 November 2010 (USA),DC Comics|Warner Bros. Animation
